Sentence,Sentiment
ye kya hai 3 min ka bhi video nahi hai aur shirf 2 sawal asli akda bhejti hun abhi Twitter par,neutral
Sb kh rhe h fake id fake id . Aap ko proove krna chahiye aap hi ho.,positive
Bhaijaan plz tell plz bhai one comment,positive
hi bhai main bhi ek actor banna chahta hoon bhi,neutral
Realy kaha par,neutral
Salman bhai aap meri coments path te he,positive
bhai i m aslo big fan of you .. i m frm kashmirr ..apka bajrangi bhaijaan main kaise experince Raha ..woh bhi kashmir main shooting kr k nd pls replyy aur kaise laga humra kashmir,positive
kya yr maine b mis kr diya #uhh,positive
intzaar mat karao aa b jao ya fir bol do ki kal baat karenge,positive
Kya khismat hai yaar bande ..ki hazaron .. croro .. log ... marte hai bande par,positive
NAMASTE SALMAN BHAI :) ?I AM BIG FAN YOU SUPERSTAR BAJRANGI BAJHAAN VERY VERY BEATUFIL END SALMAN KHNAN VERY VERY VERYVERY VERYY HANDSOME SALMAN KHAN SUPERSTAR ( ??GOLDEN HEART MAN ?? ) MAI TUMSE PYAAR KARTE HUN :) ????,positive
Radhika Medan- sirf salman ko chod kr baki sab call krnge tmhe.. ;) :),positive
Bhai jaan majhe le rahe ho malum h,positive
Kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu....,neutral
lol admin atention seeker h jante bujhte post dala ki coment mile >_<,negative
Hamare des ki saan hamare dil ki arman ham sab ki jaan hi hamare salman bhai jaan,positive
salman bhaijan ....se baat krne hai ...bass ye bolna hai ur moive will superhit.....,positive
mohammed ji kya salman khan ko sachmooch kisine kidnap kiya h pls bataiye na....,positive
Muslim hokar muslim ko hi neech bolte ho. .. Allah se daro. ... ye saari dolat sab kuch yaho reh jayega. .. Khuda se daro,positive
salman ne reply kiya kya guys,neutral
Salman se baat karne ke liye taqdirwala honi chahiye,neutral
Maahi baghel aram se,positive
Salman ji aap vul gy kya aap ka ek beta hai??,positive
Salman sir kahan.....h aap .aap to humse baat karne wale thai na,positive
Bhai acha mazzak banaya aap ne aaj :-W,positive
Hum fans ki koi kadar hi nahi h,positive
salman sir aap kyo nai aiye online,positive
Insha Allah blockbuster hoge bhai abki bar 300 cross Paar bajrangi bhaijaan,positive
Kya huwa bhai aap ne apni baat nahi puri ki kuch kaam mei phas gaye ya Hume bhool gaye,positive
Hi salman khan ! Plz kisi ko tou reply kare na.......,positive
mere sawal ka jawab koi nhi de sakta ;),positive
Bhai plz thoda time humare liye bhi nikal lijiye hume bhi aapse baat karni h,neutral
Oh jalwa jaha bhi hoga baha bhi hoga kya aapka hi jalwa jalwa jalwa,positive
Hyd mai sabse ziyada apke fans hai salman hum to bajrangi bhaijaan zarur dekhngeeee,positive
Madar Salman nai chalegi film,positive
Sallu bhai aaj apka dil garden garden kyu ho rha h....??? Koi to locha h....,positive
Salman bhai loves us....so dnt be disappointed. ...ek din bhai se milne ka mauka sab ko milega...,positive
tum mujhse pyar karte ho han to q,positive
sakunga appse bs yahi dua karta hu aapse jald mil saku,positive
bhai ko zrur koi kam hoga,neutral
????????kaise piche pad gaye re......,positive
plz ap prem patel ki help kijiye plzzzzz.,neutral
salmam ji kya hai aap rply nahi dai rahai ho. thoda dyan muj ko b dona plzzz,positive
woow aap 1988 se fb per ho me to 2011 me fb per aai :),positive
aap par ek ilzaam laga hai ki aapne muslim ko galat kaha hai kya ye sahi hai mera dil nahin manta hai ki aap aisa bole hain,positive
kal 4 pm wait karna aj ka din nikal gya bevkufo girl to puri puri bevkuf hoti hai ,positive
Sallu bhai reply do na us ladki ko plz ye mera izzat ka sawal hai plz..plz..plz..,positive
salman sir abi tak wait kar reha hai hum plz abi b aa joa,positive
md.intjar.malik. bajrangi.bhijane. .i love.you. (786). bhijane.apki.film. no: 1 hogi.,positive
app kaha hoo please aa jao na,positive
Bina musalman ke hit ho jaye ga ye film samje,negative
md.intjar.malik. bajrangi.bhijane. .i love.you. (786). bhijane.apki.film. no: 1 hogi. bhijane.mujko call.karo. 8868026194.,positive
sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz....sir ek msg bda sa reply kar plz time nikalkar g,neutral
Ye musalman jab HINDUO se dosti karni hoti hai ya meljol karna hota hai to shirt-pant aur bina topi ke aate hain....Aur jab hinduo se tanaav hota hai to kurta pazama aur topi lagakar aate hain aapne bhi dekha hoga...Aisa kyo???,negative
Bhai jaan kab aao gee,neutral
Bhijan mera no 9933742434,neutral
Salman Sir EK reply toh de de bhaijaan,neutral
Abi tk chhar n bje k konsi ghadi lga rki h  ,negative
teri to saqal bhi dekhne ko dil nahi karta,negative
kha par bhai,neutral
Salman ap ku nhi aey,neutral
Hum thhak gaye bhai apka intazar kar k kar k hamari ungaliya b duk rahi hai typing karke,neutral
Inteha ho gayi intezar ki Aayi na kuch khabar salman bhai ki...,neutral
Kiu baat karte hai? Kis chiz mai?,neutral
bhai bhai bhai kaha ho,neutral
Khushboo Tripathi   I love you bol khusboo lga ke,positive
Salman sir ne bs time btaya hai date nhi jb date bta denge to aa jaeyega aap sb comment krne okay.CLOSE IT,neutral
dekhate abhi tum hamare liye time dete ho kya to,negative
bhai jaan aap raipur aaoge kya,neutral
bhai ne to popat kar diya,negative
jhuti hi umid shi pr batta do sir fir kub milege,negative
Bhai to he to koe gam nae,neutral
Koch to bolu bhai,neutral
sir humne 200 se bhi adik msg kiya pl 1 to kuch bol do aap,neutral
Bhai jaan bolu naa.. yar,neutral
sir 4 baje se lgi hue hu kuch to rpy kr do,neutral
Aap khafi busy rhte ho uncle. ....,negative
Aslam tu agr bigest fan he to kia apun smilest fan he salman khan ke,neutral
miss ho gya bhai,neutral
Salman bhai aapne mera hi nai blki sab fans ka dil dukhaya hai,negative
Salman bhai plz muj se baat kre plz plz plz,neutral
bhai plz 6000screen pe release karo bajrangi bhaijaan,neutral
Plz sallu help him aap sabki dua hi lete hona plzz inki b,neutral
salman aap shadi kyu nahi kar rahe,neutral
plz salman g ap sb ki help krte ho is bichare ki b kr do na apni mom ki khatir,neutral
Hiiiiiiiii Salmannnnnnnn ji meri ma aap ki BIGEST fan hain main aap ke sath baat karna chati hoon,positive
bhai kaha gum ho gye,neutral
reply tho de dete,neutral
Neeta tum ek kaam karo salman se shadi karlo,neutral
Assalam walaikum.Kaise ho salman khan.Ramzan Mubarak hu....,neutral
sir gud ni8 bol kr bhi lgi hue hu comment pr comment sir bhi dard hone lga,neutral
To kya chayiye apko,neutral
salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha,negative
App kise baat kar rahi ho,neutral
sir kya msg krtte kartte mar jau,negative
Dishta Jeetoo salman nahi reply karte hein hamare dil ko broken karte hein,negative
Kisko bol rahi ho,neutral
Hiiiiiii salman sir,neutral
Aaj kal had koi salman khan banta pherta ha,negative
tere se kaun baat karna chahata hai be jo khud musalman ho kar musalmano ki izzat nahi karta,negative
Ab tu jada he bolne lagi hai..soch kar bat kar warna...,negative
Chal ba tharke,negative
bhai tumhare bare me jyada nahi sochte tum dil me aate ho 4pm fb nahi...,neutral
Ya allah ap abhi tak nahi aye salman :(,neutral
Itne saare commt. Bhaijaan saare comnt padh rhe hai isliye time nhi mil rha hai aana ka,neutral
Bajrangi bhaijaan 2 day 100 cror club me pohch jayegi,positive
Are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjosssssss mat bana plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz salman khan plzzzzzzzz,negative
gud ni8 bhai,neutral
Koii fadaa nhii yarro .. Sabbbb fake hii,negative
Main to Bajrangi Bhaijaan dekhne bilkul nai jaunga friends aap bhi mat jana,negative
abe koi toh batao akhir chal kya rha yahan,negative
kayeh tiger khan bolu..?,neutral
Nahi ainge salman sab so jao,negative
Nikita Islam Sunati bhai tum ye fake id se kyu pagal bana raha hai yaar in ladko ko,negative
salman sir sara din guzar gaya aap aa he nai :(,negative
Sana khan add karo mujhe,neutral
Sana aa gaya tumara nakli salman khan hahaha....,negative
Hahah okay ap sab ke marzi ok bye,neutral
Lage raho sallu bhai,neutral
okk bhai bolo ku6..,neutral
Hellow salman bhijaan....,neutral
Bhai ap sapna kyu dekhate ho bhai bus apke fan h hum,neutral
Tum kahe rahi ho oh fake hai agar real me aaye to tum kaise pahchano gi tum hahaha,negative
friends tum sab salman khan ku thaknah chati hu. ...???,neutral
Bhaijaan kidar ho,neutral
salman rly deke chala bhi gya dosto piiche jaake dekho,neutral
Bhai ko kisi ne kuch keh dia kia,neutral
Idar hi hun bahi,neutral
kaha hai salman,neutral
sab asca ah.... :),positive
lo aa gya mai...salman ka fan...swagat nhi kroge hamara?,neutral
Kaise kahe rahi ho ki oh fake tha,negative
plz cm bhai...hm sb wait kr rahe h apka,neutral
Sir main mumbai ja raha hun....aapke ghar ke pas jarur jaubga,neutral
acha sab ye btao bhai ka sbse bda fan kon hai,neutral
Roja nehi rakhkar film bana rahahay.... Haaramka khana kha raha hay,negative
Bhai hume lift hi ni dete.....hum to larki nii ha na yarr,negative
help meee salman khan,neutral
Kis bewakuf ne apko yeh bola ki ....Apne fans ko iss tarh se wait karao2 thappad meri tarf se bajrangi bhaijaan padne chye usey jo aysi bekar muft me raye deta hay,negative
Sir ji kaha rah gye ab aa bhi jao jldi,neutral
sorry year... sara then salman khan kiy sathe mere thenb barbat... :'(,negative
Salman Khan apka dil sch me pure water jaisa hai,positive
Salmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaan ajhooo 4 ghanto se apka wait kar rahi hu,neutral
Apki upcoming picture ke liye bhaut excited hun mai,positive
cheat kiya sallu ne,negative
oye fake id #salman_khan tera to public #acount hai ... real hai to #page se reply mar,negative
Kiya bhai ouvesi sb par Gussa kiyu hu,neutral
agr aana nhi tha to bolna jroori tha :(,negative
Mera beta aap ko bahot pasand krta hai,positive
Plz ply ply plz plz salman sir 1 reply,neutral
Acha ab mulliya b fb chalane lagi hai,neutral
Ya allah salman agar nahi ana tha to pehle bola kyu thaa,negative
Ye faltu logo ka to yehi kam h kisi ko acha nhi dekh sakte,negative
Hallo salman vaiya ....,neutral
zindagi bhar intezar bhaiiiii.....is duniya mein sirf aap ke liye,neutral
Salman tera garoo bhi too tega tujhe fakre hai aapne Filme pe dekhe lena eid ka din tum hara filme koye bhi musalman nahi dekhe ga kiya budha to 50 ka hogaya...,negative
ASSALAMALIKUM.....ap ki aesi jo aadhri dowaye hai jo ramzan k sadk puri ho jaye..............RAMZAAN MOBARAK,neutral
jisko lgta h bhai nahi aaye the ye link kholo or dekho kitne logo ko bhai ne jawab diye livestream.com/fblive/salmankhan,neutral
Kb bjenge tumhare 4 salman ? ??,neutral
Jo tum bolte ho tum wo karte nahi ho,negative
Avi ku good night maja abvi baki hai!!#sunati,neutral
pandey ji kamal kardiya apne aap 4.00pm ko batkarne wale thay apk 4.00 bajege bhi ya nahi,neutral
Love you salman bhai ...missing. .you ..salman bhai,positive
Hum cahtiha ki vai ek bar ake sobko jalak lagadea,neutral
Aapko hamari b umar lag jaye itne bade fan hi ham,positive
aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...:),neutral
bhai jaan reply to do chootiya ho ki nhi,negative
Hum bhi aap se baat karna chahte h so plz plz one reply plz plz plz plz plz plz plz plz plz plz plz plz-1000;)),neutral
Ae fake salman Khan he Salman khan aur tiger khan ek adme he jo,positive
bhai aise karoge toh ham nhi jaynge dkhne bajrngi bhaijan,negative
aur salman bhai movie to chootiya se bani aapne,negative
Kucch b kaho...salman bhai kaa sabse nada fan iss puray shrishti mein afar koi hai...tyo o hai...mera bhaiSachin Pujari.....jab tak salman bhai zindagi mein ek baar agar inse naa mile...tyo zindagi mein mein kissise kya mile...,positive
Ek baar milke tyo dekiye...aap daang reh jaayenge...,neutral
Aallah qasam salman khan agr bt ni ap ne hm se tou aaj k bd main khbi apki ek film b ni dekhunga aate q ni ho,negative
Nu cred ca ii fb lui salman khan,neutral
plz rpy jst wnt to meet u once hope u cme kolkata once,neutral
pehle ek baat batao doston salman ne twitter par ya fb par aane ko bola???,neutral
i think salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe,neutral
Ye fake id h salman sir ki kyuki esa ho nhi skta ki salman sir ko sat shree akal likhna aata :-),negative
salu bahi sabka bahi salman bahi  My Supar kahn Salman kahn kick se v suparhit hogi bajrangi bahijaan ,positive
Salman khan bn kr yaha kyi logo ne fake msg kiya h.... Bt hm hmesha real hero my salman khan se hmesha pyar krenge,positive
salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe,neutral
salman sir for u dabe mein daba dabe mein cake mera piyare salman sir cororo mein aik,neutral
Aap Kisi se bhi baat nahi karte ho,negative
ye page fake nai hai bas es mein fake loug salman khan ban kar aa jate hai per ye page million corore sahi hai salman sir ki he id hai ye,neutral
salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali,negative
Salman bhai abhi tak wait kar rha hu apka,neutral
sojao pooja salman nahi aanewala hai kyo rat kharab karrhi ho tum,negative
Pooja soja nahi ane wala bhaija,negative
are bhai salman yahan aane waala hai na twitter par koi bataiga qk iss post me twiitter ya fb mention nhi kiya hua hai,neutral
hhaha mjak mt kro aap ka phone off aa rha hai salman bhiya,negative
Salman bhai bada wala tharra Desi ka pike so gaye Heheheh,negative
Salman bhai i knw ur a big celebrity par hakk toh hume bhi milna chaye apse baat krne ka !,neutral
Hiii Salman sir mujhe apse milna hai plzzzzz sir main aoki bahat badi fan hu....<3,neutral
Sale kyu pagal ho rahe ho chootiyao salman nikal liya,negative
Baba ji aap to so jao q budhape me nind kharab kar rahe ho,neutral
missss u salman,neutral
bhaijaan ramzan kese chl rhe hh,neutral
Bhai movie itni chalegi ki record ho jaayega,positive
Sir pls kaise aapse contact kare batana pls ????,neutral
Kya hua tera wada...hmne to suna tha ki aap ek bar commentment kr dete ho to khud ki b nhi sunte bolo sallu bhai..kya hua. Aaj ka wada bat krne ka,neutral
qqq kiya aapne aisa,neutral
Mera yeh matlab nahi thaa naam to acha hai Salmanji yaar shaadi karlo abb tooo...:D,neutral
lovee uuu salluuuu,positive
bajrangi bhaijan jaldi aa jao cinema hall me,neutral
lv u salman bhai,positive
bhai apku sath Katrina ko film mere bohut ppochondo,neutral
"Hello ""BAJRANGI BHAIJAAN""",neutral
Salman g kabi roza rakha hi?,neutral
Ok salman bha!!!!,neutral
ok boss apka hukum sir ankho pe,positive
as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v,positive
Jaha bhi jay hit pe hit ho jay only sallu bhaiiiiiiiiii,positive
Salman khan me aapka wait kar rahi hu pliz,neutral
Jo muslmano pe kicad uthayega hum use kuchl deege yaad rkh che koi v ho,negative
Salman bhai jai ho,positive
kya yar aap shaadi karlo na yar abhi to aapka jawani bhi khatam horahe hai,neutral
shadi kab kar rahy ho ye news chahiye ab toh,neutral
Chup chootiya jaakay shahrukh ka signature style perform kar shahrukh k tattay,negative
Asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof 2 u luv u sallu bhai,positive
Ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir,positive
Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,neutral
Asalmwale coom bhaijaan,neutral
bajrangi bhai jaan kaise ho,neutral
Hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai,neutral
Asalam u alekom salman bhai.,neutral
niceeeeeeee loveeeeee you bhaijaaan,positive
bhai aap tou best he bajrangi bhaijaan ATBB hogi ;),positive
Salman bhai mujhe aap se jaruri bat karni hai,neutral
Haa hme bharosha h bhai,neutral
sir ek war baat to krlo please sir,neutral
bhaijaan aap awesome hi,positive
India ki aan baan shaanone only one salman khan,positive
Muje apse shadi karni hai,neutral
Shadi karoge mujhse salman g,positive
apkeliye ek accha movie hai mere pass,neutral
Mujhe aap ki movie or bigg boss ka bhttt besabri se intezr hota hai,neutral
welcome bajarangi bijaan,neutral
alwys wth u,positive
we know bhaijaaan kwo sab fake tha,negative
I lv #saLmAN <3<3,positive
Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,neutral
Yess... bhaaijaan... hum aapke sath hai hamesha.. kuch b ho... love u sir g..,positive
sir ap roja rakte ho,neutral
Bhai film hit hoga haters ko mo thod javab denge,positive
Bhaijan apke sath dekhni hai filmBajrangi bhaijann,neutral
ye tumse jalne walo k kaam h bhai,negative
Salman mera bacha tere naam se wo blue mark kider gyaaaaa,neutral
<3 iloveee yooou,positive
Tension leneka nehi #BHAIJAAN.,positive
Lakh zuban lakh baate,neutral
love uu salluuu,positive
bar dkhunga m theatre m jake bajrangi bhaijaan,positive
Bummprrr hittt in saahALLAH....,positive
I m frm Pakistan apki bht bht bht badi fan houn.,neutral
Bhai ram ram,neutral
Sir Ji kabhi roze namaz ki bat b share kr liya kro,neutral
bhai voh owaisi ke chamche hi is fake news ko failarahe hai,negative
Main ne tu kbi in romurs py yakeen kiya hi ni tha Bhai jaan,negative
kl aapne waisa qq kiya,neutral
Tension lene ka nhi bhai aapke fan ki koi kami nhi voh aapki film zaroor dekhenge,positive
acha kia yeh post update karke kyuki mai bhi yakeen karne laga tha is msgs ka.... ab sukun hua k tumne aisa nahi bola salman :)),neutral
bhai media me aake bayan do .....sale kon hai rumor urane wala.....,negative
GUD NYT BHAI,neutral
bhai mko.farq ni pdta,negative
salman khan u r my god father...agr aap na hotey aaj m kuch na hota..,positive
Hum log Jarur dekhenge aapka movie..,positive
pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao,negative
HUM HAMESHA AAPKE SATH H BHAI AAPKE LIYE JAN HAJIR H,neutral
Bas dil pak ho bhale duinya kuch b kahe,neutral
No problems Salman Bhai aapka koi bhi kuch ukhad nahi sakta bajrangi Bhai jaan suparhit movie hogi,positive
Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou,positive
Lagta hai darr gaya#UTurn,negative
Love love love salam bhai,positive
Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke saath bhagban hote hain hun ka koi kuch nehi kar sakta.!,positive
sahi baat h bhai.. qki sbka malik ek,positive
hme to phle hi pta tha salman aapke bare me sb jhut kha h... pr kuch akl k andhon ko kon smjhaye ....... i love u always salman ....i recpact u allways ......:-*:-*:-*:-*:-*:-*,positive
koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata,negative
Bhai plz dont drink alkhol plz plz plz plz,negative
Ese he baiya bajrangi. ,neutral
Bhai ki jai ho,neutral
yakeen krne se phle ek baar video dekh lena chahiye tha,neutral
i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ....,negative
Bhai aapki film super hit hogi hamari duaa aapke sath hai aur aapke sirpe mere bajrang balika hath hai Allah se duaa kartahu ki aapki film super ho,positive
Mayne kick Ki baat ik bi film nahi daka serif aap Ki film Ka intazar ha,neutral
V nice commet salu bhai,positive
Aap ne aisa kaha ho ya na kaha ho i dont care but me Aap ka har ek movie dekhta hu dekhu ga aur hamesha dekh ta hi rahu ga. Love u bhai jaaannn..,neutral
GUD NIHT DOST ALAH AFIZ SALMAN KHAN MERY GAN TUM,neutral
keep calm Salman bhaii....we r alwyzz wid uh...Salmania rockd...haters shockd....love uhhh bhai:-),positive
We trust are bhaijan baki bhot jan may fal gaya hai bhai dua kara gaya in shah allah hoja sab tik bhai,neutral
Salman apko mujh pa trust ni ha ya ap khuc smjhty he ni mujhe,neutral
bhaijaan hume aap par pura barosa he....aap aisi baat kavi kaar hi nhi skte....lov u bhaijaan?????????,positive
U r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning. Hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle.,negative
bhaya ye bhajrangi bhai Jan ko flop krnay k leye ye kaam kya ja raha hy,negative
Bhai me samjha samjha ke thak gya tha logo ko,neutral
I love uuuuuii salman khaaan ;-);-);-);-),positive
I blv u... Kp shining ma luv.. TZ luvs u.. :) :*,positive
I know bhai Muslim kabhi kisi ke religion ke baare me galat nahi bolta.,neutral
Vai always we love u or hm sabko paataha aap aisa kuch nahi karenge jo kisiko dukh pouche.... always vaijaan r8 or jo kartaha kisiko na kisiko vala hotaha.....,neutral
Salman bhai bharosa hai aap par..,neutral
kitny farigh log ho yar kyn requests bhej ry ho,neutral
Don't worry bhai.. kehne wale kehte rahein just ignore... #Being_human_bajrangi_bhaijaan_6_days_to_go,neutral
Ek the tiger bhi super hit hua Yarr sallu Bhai lekin there naam ka kia look ta app ka sallu Bhai ekdam radhe,neutral
Salman bhai tension mat lo....hum is ovaisi ki baaton me nhi aane wale.....movie super duper hit he,positive
Choro sir...ye country kbhi feelings ke respect krna ni seekh sakta...,negative
#salman khan is rocking star,positive
Kuch log zindagi bar nhi samjte or na dusro ko samjhne dete h kud toh bekar hote h dusro ko bhi apni tarh bana dete isliye vo kabhi nhi samjege.,negative
Hmare bina tera koi wajood nhi #salman ...sale pathano k nam p kalank h tu,negative
Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.,positive
J'ai ho kay tym nahi Kaha tha appna,neutral
Salman bhai mujhe to pata hai ke ye sub news jo bhi hai wo ghalat hai app ki film dekhne ke baad sub ko maloom hota ke koun kya hai aur koun kya hai,neutral
We dnt blv sch nonsense keep da gud wrk!!,neutral
Aapne ye sbko btayaki hm insan haitb hindu ur musalmanNd india ur Pakistan. ...Bt pta nhi kyu log smjhte nhiBt koi nhi One day they wil realize.,neutral
Tension nehi leneka vai kuch bhi ho jaye kuch bhi loog kahe hum hamesha aapke saath hay ek aan ek shaan ek hamara bhaai Jaan :*just waiting for Bajrangi Bhaaijaan :)Love and Respect From Bangladesh..............,positive
pehle mai musalman hun bad mai bhai ka frnz hunn frenz hai bhajrangi movie flop hogi dekh lena,negative
Yr tum sab ko bahut takleef he bhai ki sadi. ..se. ..heiiiiinn?,negative
Sojaa yrr boor mtkr Alia Khan,neutral
Mere yeha ek ladka bhi nhi jayega movie dekhne,negative
aBHI SE SALMAN BHAI TENSION MAI HAHAHAHAHAHAHA,negative
salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango,neutral
kuch karna se pehla soch kar karna,neutral
Salman bhai kiyu aap sab se banga le rahe ho aap aap ke kam me jan do pilz,neutral
Hey koi meri sister ko pareshan mat karo,negative
Ap jesi jaha miljati he fir durghatna ghatjati he,negative
OK Alia Bora mtmano sujao khoda Hafiz by Mafi mangne ki adat nhi samajjao byyyyyy....,neutral
Aur raha bt salman khan ka to salman khan ko apna name chenge kar dena chahiye salman nhi rakh k unko salman kumar rakhnaa chahiye isliye k o muslma k name per dhabaaa haiiiiiiiiiiii,negative
Koi rahe ya na rahe mai apke sath hu salman bhai,neutral
Salman Khan tere pean dee phudhe mara kece randi k beachy,negative
Love youui bhaiiiii,positive
BHAI SE BDA KOI SUPERSTAR NHI H DUNIYA ME,positive
Sala hrami muslmano ka dushman badnam kiya hai Muslman ko kalank hai kabrustan mai tera paisa kaam nahi aayega balki #aamaal aor sabse pahle #imaan #pakka hai ya nahi,negative
Sahi h fir agar aisi baat h to .....Jo log afwah uda rahe unhen ye sab nhi krna chahye......Islam jhut nhi sikhata h,negative
Yes i knw u r a gener0us n p0stv prsn i belev tht c0z i felt n obsrvd tht:-),positive
bb dekhenge pakka,neutral
Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho,neutral
Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you,positive
salman sir aap bohut piyaare ho mashallah,positive
dusroo ki ni khud ki suno.....koi na hatthii chalti h to kutte bahukktee h......,negative
kya tum ko pata hai ke tumhara kya religion hai neither muslim nor hindu,neutral
chup karo paglo rulaoge kya .. senti batee karre sab :'(lolz,negative
salman khan to ghode bech ke sogaye hoge. aur yahan machi market banare sab . sojao salman ke deewano,neutral
theater me ja k salman ka movie kabhi nahi dekhunga Internet pe 10 din k baad aayega download kar k dekhung!!! free me,negative
sir aapse milne or baat krne ki bahut ekchh thi,positive
Insan ki koi cast nahi hoti ji ..aj dont wory,positive
Harami ki aulaad hai salman,negative
aise nahi bolte sar ko....,negative
Jai ho jai ho jai ho. Bhajrangi bhaijaan,neutral
To hum kya karay,neutral
Hai salman i' from idonesia&maley god,neutral
jitne v salman ko gaali de rhe hai. sb owaisi ke dogle hai. sala sb galat msg failata hai owaisi supporters,negative
Bhaijaan aapne sahi baat kahi hai .......hum sab ak hain hume faltu rumer se bachana hog a.....,neutral
khano mn khan salman khan jan,neutral
Mashallah 2.3k comments and likes r 33 966 great 300 crores hai bhai ki film kai,neutral
waitingg for bhaijaan,neutral
bhai aap tension mtlo humlog aap pr bht trust krte hai yeh films sab ki 300 crs kmayegi ...,positive
Bhaijaan yeh msg  apke Muslim brothers ho ghuma rahe hai apko badnam karne ke liye,negative
sir inshaalllah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n,neutral
sir kasam sy may apkay movies ka muntazir hon.sir apki torri si role bi mjy achi lagti hy...sir mjy bhulaao pllzzz sir,positive
salman apki sch bht achi hy.... ALLAH PAK sb thek kren gy .ap preshan mt hn. stay blessed,positive
BiNa muslim Ki hit karke dikhyenge hm,neutral
ko eid h or wo apni eidi lene zaroor ayega.,neutral
Ab eid celebrate krta ha kiya ramzan ka roza b rkhta ha.kyn k eid ka maza tb hi ata ha jb ramzan k roza rkho.,neutral
Yaar sallu bhai accche bande h to sala sab inke naam ko kharab karne me lage pade h,positive
Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu,neutral
Salman bhai .......no tansion hm tumhare sath h ...koi frk nhi pdta hme ...koi bhe kuch bole aapke killaf,neutral
ok koi gal nai ji salman bhai,neutral
sallo mai ap se janna chahti ho kya ap n ye bola h hindu bhai mere liy q bola ap ko muslim bhi to dil s chahte h,negative
Mai WO pars buy Kar k use mai paise rakh k use gift reaping karwaa k eid waale din namaz k baad jab Ammi se gale milkar eid Mubarak karungi tab mai ye gift unhe dedungi,neutral
i know mai janta tha ke sallu is tarha ke bekar bat kbhi nhi bol sakta,neutral
Bhai ajkirat appkesat,neutral
allaha aapk sath hai bhai,positive
Bhai jaisa ap bolo waisa hoga,neutral
I knw sallu i dnt belive fake news u dnt wry ...,negative
Hey salman bhai .kab Milo ge,neutral
Eid 2015 Hum sath sath bajrangi bhaijaan.,positive
love u love u love u sallu?,positive
eid ki part meri traf sye bhaijaan,neutral
aap galat na the na ho na hi hoge. bhai aap ki sadi ka intijar pure world ko hai .kab super duper news de rahe ho aap.,neutral
bhaijaan love yoy,positive
Hi salman sir please apse marnese pehale ek echha he ki main pako samnese ekbar dekhu filmo me dakhahe lekin ajatak main apko reall me nahi dekha but apko aur apke family ko ramzan eid ki mubarakbad,neutral
Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht,neutral
Kya karke jaoge. Aap,neutral
luv u salman  ...aap bht bht great ho...hr din koi na koi kisi k bare me bolta rehta..ese logo pr koi vishwas ni krta.........unke bolne se hi hme sikhna cahiye pdai kitni jruri h n soch smjhkr bolna b.,positive
English ki maa behen ho gayi Bhai :v,negative
very good bhai mujy thori bohat samj lg rhi hai,neutral
